SetNumber,Set,Name,Team,Pts,Yr,OB_C,Spd_IP,Pos,H,PU,SO,GB,FB,W,S,SPlus,DB,TR,HR
49,UL,Josh Towers,Orioles,220,'02,4,07,Starter,R,1-4,5-6,7-11,12-16,-,17-19,-,20-,-,21+
78,UL,*Tony Batista,Orioles,230,'02,9,17,3B+1,R,-,1-2,3-,4-6,7-8,9-14,-,15-17,-,18+
86,UL,**Sidney Ponson,Orioles,150,'02,1,6,Starter,R,1-4,5-7,8-14,15-18,-,19-,-,20-21,-,22+
101,SS,*Mike Mussina '92,Orioles,550,'02,5,07,Starter,R,1-2,3-5,6-10,11-16,-,17-19,-,20-26,-,27+
141,UL,**Jorge Julio,Orioles,40,'02,5,1,Reliever,R,1-3,4-7,8-11,12-15,16-17,18-19,-,20-24,-,25+
144,UL,**Scott Erickson,Orioles,160,'02,1,6,Starter,R,1-3,4-5,6-14,15-18,19-,20-22,-,-,-,23+
52,UL,*Sean Burroughs,Padres,70,'02,8,16,3B+1,L,-,1-4,5-,6-7,8-10,11-16,17-,18-19,-,20+
61,UL,**Ryan Klesko,Padres,410,'02,12,19,1B+0,L,-,1-2,3-4,5-7,8-12,13-15,16-,17-18,-,19+
95,SS,*Fred McGriff '92,Padres,340,'02,12,14,1B+0,L,-,1-5,6-,7-,8-13,14-15,-,16-17,-,18+
108,UL,**Bobby Jones,Padres,20,'02,5,6,Starter,R,1-3,4-6,7-11,12-15,-,16-18,-,19-,-,20+
121,SS,*Trevor Hoffman '98,Padres,350,'02,6,1,Closer,L,1-3,4-10,11-12,13-17,18-,19-27,-,-,-,28+
271,UL,Ben Davis,Padres,130,'02,10,11,C+6,S,-,1-3,4-5,6-,7-12,13-18,-,19-,-,20+
272,UL,Wiki Gonzalez,Padres,190,'02,10,11,C+6,R,-,1-2,3-6,7-,8-10,11-17,-,-,-,18+
273,UL,Rickey Henderson,Padres,220,'02,11,20,LF-RF+0,R,-,1-2,3-4,5-6,7-14,15-17,18-,19-,-,20+
274,UL,Junior Herndon,Padres,160,'02,1,5,Starter,R,1-3,4-,5-13,14-17,18-,19-20,-,-,-,21+
275,UL,Tevor Hoffman,Padres,120,'02,2,1,Closer,R,1-3,4-10,11-14,15-19,20-,-,-,-,-,21+
276,UL,Damian Jackson,Padres,190,'02,9,22,2B+3,R,-,1-5,-,6-,7-11,12-16,17-18,19-,20-24,25+
277,UL,D'Angelo Jimenez,Padres,120,'02,11,12,SS+3,S,-,1-3,4-5,6-7,8-11,12-18,-,19-24,-,25+
278,UL,Mark Kotsay,Padres,310,'02,11,16,"CF+2, LF-RF+1",L,-,-,1-3,4-6,7-10,11-15,16-,17-19,-,20+
279,UL,Phil Nevin,Padres,360,'02,12,12,3B+2,R,-,1-5,6-,7-,8-11,12-16,-,17-,-,18+
280,UL,Bubba Trammell,Padres,190,'02,10,14,LF-RF+1,R,-,1-2,3-5,6-7,8-11,12-16,-,17-,-,18+
5,UL,*Scott Rolen,Phillies,350,'02,11,15,3B+3,R,-,1-4,5-,6-7,8-12,13-15,16-,17-18,-,19+
29,UL,*Vicente Padilla,Phillies,510,'02,5,07,Starter,R,1-2,3-6,7-15,16-,-,17-19,-,20-26,-,27+
39,ASG,Vicente Padilla,Phillies,390,'02,4,07,Starter,R,1-2,3-6,7-15,16-,-,17-19,-,20-25,-,26+
42,ASG,Scott Rolen,Phillies,350,'02,11,15,3B+3,R,-,1-4,-,5-7,8-11,12-15,16-,17-18,-,19+
43,ASG,Jimmy Rollins,Phillies,220,'02,9,23,SS+2,S,-,1-3,4-5,6-7,8-9,10-15,16-17,18-19,20-21,22+
54,UL,**Doug Glanville,Phillies,160,'02,8,19,OF+3,R,-,1-,2-4,5-7,8-12,13-15,16-17,18-,-,19+
60,UL,**Mike Lieberthal,Phillies,110,'02,9,12,C+6,R,-,1-2,3-,4-7,8-12,13-17,-,18-23,-,24+
76,UL,*Bobby Abreu,Phillies,450,'02,11,18,LF-RF+1,L,-,1-3,4-,5-6,7-12,13-14,15-,16-19,-,20+
89,UL,*Jeremy Giambi,Phillies,280,'02,12,10,LF-RF+0,L,-,1-4,5-,6-,7-12,13-16,-,17-18,-,19+
105,UL,**Brandon Duckworth,Phillies,300,'02,3,07,Starter,R,1-2,3-5,6-12,13-16,17-18,19-23,-,-,-,24+
115,SS,*Curt Schilling '98,Phillies,390,'02,5,08,Starter,R,1-2,3-10,11-13,14-15,16-,17-19,-,20-23,-,24+
117,UL,**Jose Mesa,Phillies,170,'02,4,1,Closer,R,1-3,4-8,9-13,14-17,18-,19-26,-,-,-,27+
127,UL,**Terry Adams,Phillies,450,'02,4,07,Starter,R,1-2,3-7,8-13,14-16,17-,18-26,-,-,-,27+
250,UL,Bobby Abreu,Phillies,450,'02,12,18,LF-RF+1,L,-,1-3,4-5,6-,7-11,12-14,15-,16-18,-,19+
251,UL,Marlon Anderson,Phillies,260,'02,10,15,2B+5,L,-,-,1-5,6-,7-8,9-17,-,18-19,-,20+
252,UL,Ricky Bottalico,Phillies,20,'02,2,1,Reliever,R,1-4,5-9,10-14,15-18,19-,-,-,20-,-,21+
253,UL,Pat Burrell,Phillies,170,'02,10,12,LF-RF+1,R,-,1-5,-,6-,7-11,12-16,-,17-18,-,19+
254,UL,Omar Daal,Phillies,150,'02,1,6,Starter,L,1-4,5-6,7-13,14-18,-,19-,-,20-,-,21+
255,UL,Johnny Estrada,Phillies,30,'02,7,09,C+7,S,-,-,1-4,5-6,-,7-15,-,16-18,-,19+
256,UL,Nelson Figueroa,Phillies,190,'02,3,6,Starter,R,1-4,5-7,8-13,14-16,17-,18-19,-,20-24,-,25+
257,UL,Travis Lee,Phillies,170,'02,10,12,1B+0,L,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
258,UL,Robert Person,Phillies,180,'02,2,6,Starter,R,1-4,5-10,11-13,14-18,19-,-,-,-,-,20+
259,UL,Scott Rolen,Phillies,410,'02,12,15,3B+3,R,-,1-4,-,5-7,8-11,12-15,16-,17-18,-,19+
260,UL,Jimmy Rollins,Phillies,270,'02,10,23,SS+2,S,-,1-2,3-4,5-7,8-9,10-15,16-17,18-,19-,20+
261,UL,Randy Wolf,Phillies,300,'02,3,6,Starter,L,1-4,5-9,10-13,14-17,18-,19-,-,20-24,-,25+
23,UL,*Kip Wells,Pirates,210,'02,2,6,Starter,R,1-3,4-7,8-15,16-17,18-,19-,-,20-24,-,25+
26,UL,*Josh Fogg,Pirates,320,'02,3,07,Starter,R,1-3,4-7,8-12,13-17,18-,19-20,-,-,-,21+
30,UL,**Pokey Reese,Pirates,120,'02,8,19,"2B+3, SS+1",R,-,1-2,3-,4-7,8-10,11-15,16-17,18-19,-,20+
50,ASG,Mike Williams,Pirates,200,'02,3,1,Closer,R,1-4,5-9,10-13,14-18,19-,-,-,20-,-,21+
74,UL,**Armando Rios,Pirates,240,'02,9,15,LF-RF+1,L,-,1-3,4-5,6-,7-10,11-15,-,16-17,-,18+
81,UL,**Adrian Brown,Pirates,270,'02,10,19,OF+1,S,-,1-,2-4,5-,7-9,10-16,17-,18-19,-,20+
94,SS,*Barry Bonds '90,Pirates,680,'02,13,21,LF-RF+3,L,-,1-3,4-5,6-,7-12,13-14,15-,16-17,-,18+
101,UL,**Kip Wells,Pirates,10,'02,1,6,Starter,R,1-4,5-8,9-14,15-17,18-,19-,-,20-22,-,23+
107,UL,**Jimmy Anderson,Pirates,320,'02,5,6,Starter,L,1-2,3-4,5-13,14-15,16-,17-19,-,20-25,-,26+
123,UL,**Sean Lowe,Pirates,120,'02,4,2,Reliever,R,1-3,4-6,7-13,14-17,-,18-19,-,20-22,-,23+
126,UL,**Mike Williams,Pirates,20,'02,5,1,Closer,R,1-,2-6,7-13,14-15,16-17,18-,-,19-23,-,24+
262,UL,Brian Giles,Pirates,430,'02,12,18,LF-RF+0,L,-,-,1-3,4-6,7-11,12-16,-,17-18,-,19+
263,UL,Jason Kendall,Pirates,70,'02,10,15,C+4,R,-,-,1-4,5-7,8-11,12-18,19-,20-22,-,23+
264,UL,Josias Manzanillo,Pirates,180,'02,5,1,Reliever,R,1-3,4-9,10-13,14-17,18-,19-,-,20-26,-,27+
265,UL,Warren Morris,Pirates,80,'02,8,11,2B+2,L,-,-,1-4,5-6,7-,8-15,-,16-19,-,20+
266,UL,Aramis Ramirez,Pirates,310,'02,11,12,3B+1,R,-,1-2,3-4,5-7,8-9,10-15,-,16-17,-,18+
267,UL,Todd Ritchie,Pirates,340,'02,1,07,Starter,R,1-3,4-7,8-14,15-19,-,20-23,-,-,-,24+
268,UL,Craig Wilson,Pirates,380,'02,12,17,---,R,-,1-5,6-,-,7-11,12-17,-,-,-,18+
269,UL,Jack Wilson,Pirates,10,'02,7,13,SS+4,R,-,1-2,3-5,6-7,-,8-18,-,19-25,-,26+
270,UL,Kevin Young,Pirates,170,'02,9,14,1B+0,R,-,1-4,-,5-6,7-11,12-14,15-,16-18,-,19+
16,UL,*Doug Davis,Rangers,230,'02,1,6,Starter,L,1-5,6-9,10-15,16-18,19-,20-22,-,-,-,23+
17,UL,*Steve Woodard,Rangers,70,'02,4,2,Reliever,R,1-2,3-5,6-11,12-15,-,16-19,-,20-24,-,25+
19,ASG,Alex Rodriguez,Rangers,600,'02,12,16,SS+3,R,-,1-3,4-5,6-,7-10,11-14,15-,16-17,-,18+
35,UL,**Carl Everett,Rangers,220,'02,9,18,OF+0,S,-,1-4,5-6,-,7-9,10-14,15-,16-17,18-,19+
38,UL,*Hank Blalock,Rangers,40,'02,9,14,3B+0,L,-,1-6,7-,-,8-12,13-16,-,17-19,-,20+
54,UL,*Rafael Palmeiro,Rangers,300,'02,12,10,1B+0,L,-,1-2,3-,4-7,8-13,14-16,-,17-,-,18+
64,UL,**Rusty Greer,Rangers,180,'02,10,12,LF-RF+1,L,-,-,1-4,5-6,7-10,11-15,-,16-19,-,20+
72,UL,*Kevin Mench,Rangers,30,'02,8,14,LF-RF+1,R,-,1-2,3-4,5-6,7-11,12-18,-,19-,-,20+
82,UL,**Juan Gonzalez,Rangers,360,'02,12,12,LF-RF+1,R,-,1-2,3-5,6-7,8-9,10-15,-,16-17,-,18+
128,UL,**Chan Ho Park,Rangers,400,'02,2,07,Starter,R,1-4,5-10,11-14,15-18,19-24,-,-,-,-,25+
332,UL,Frank Catalanotto,Rangers,370,'02,12,18,LF-RF+1,L,-,-,1-4,5-6,7-9,10-16,17-,18-19,-,20+
333,UL,Chad Curtis,Rangers,170,'02,10,17,"CF+2, LF-RF+1",R,-,1-2,3-4,5-6,7-11,12-17,18-19,-,-,20+
334,UL,Doug Davis,Rangers,220,'02,1,6,Starter,L,1-5,6-9,10-15,16-18,-,19-26,-,-,-,27+
335,UL,Gabe Kapler,Rangers,240,'02,11,17,"CF+2, LF-RF+1",R,-,1-,2-5,6-7,8-12,13-16,17-,18-19,-,20+
336,UL,Mike Lamb,Rangers,80,'02,11,12,3B+0,L,-,-,1-4,5-7,8-9,10-18,-,19-23,-,24+
337,UL,Darren Oliver,Rangers,20,'02,2,6,Starter,L,1-3,4-6,7-12,13-16,17-,18-19,-,20-,-,21+
338,UL,Rafael Palmeiro,Rangers,300,'02,12,10,1B+0,L,-,1-,2-3,4-7,8-13,14-16,-,17-,-,18+
339,UL,Alex Rodriguez,Rangers,540,'02,12,16,SS+3,R,-,1-3,4-5,6-,7-10,11-14,15-,16-17,-,18+
340,UL,Ivan Rodriguez,Rangers,420,'02,10,16,C+12,R,-,1-,2-3,4-6,7-,8-14,15-,16-17,-,18+
341,UL,Mike Venafro,Rangers,80,'02,1,1,Reliever,L,1-3,4-6,7-16,17-19,20-26,-,-,-,-,27+
342,UL,Michael Young,Rangers,200,'02,9,18,2B+2,R,-,1-3,4-5,6-7,8-9,10-16,-,17-,18-,19+
343,UL,Jeff Zimmerman,Rangers,210,'02,4,1,Closer,R,1-5,6-11,12-14,15-18,19-,20-,-,-,-,21+
4,ASG,Johnny Damon,Red Sox,300,'02,11,20,CF+2,L,-,1-,2-5,6-7,8-10,11-16,17-,18-19,20-24,25+
6,UL,**Tony Clark,Red Sox,230,'02,11,12,1B+0,S,-,1-3,4-6,-,7-9,10-16,-,17-19,-,20+
7,ASG,Nomar Garciaparra,Red Sox,450,'02,11,15,SS+1,R,-,1-,2-4,5-6,7-8,9-13,14-,15-18,-,19+
10,ASG,Shea Hillenbrand,Red Sox,270,'02,10,14,3B+1,R,-,1-3,4-5,6-,7-,8-16,-,17-19,-,20+
15,ASG,Derek Lowe,Red Sox,550,'02,4,07,Starter,R,1-4,5-10,11-15,16-19,-,20-25,-,-,-,26+
17,ASG,Manny Ramirez,Red Sox,380,'02,12,10,LF-RF+1,R,-,1-4,5-6,7-,8-11,12-15,-,16-18,-,19+
18,UL,*Sun Woo Kim,Red Sox,20,'02,3,2,Reliever,R,1-4,5-7,8-12,13-15,16-,17-19,-,20-27,-,28+
25,UL,**Johnny Damon,Red Sox,170,'02,10,19,OF+2,L,-,-,1-5,6-7,8-10,11-17,18-,19-24,-,25+
44,UL,*Derek Lowe,Red Sox,460,'02,4,07,Starter,R,1-4,5-10,11-15,16-19,-,20-25,-,-,-,26+
50,UL,Rolando Arrojo,Red Sox,150,'02,4,2,Reliever,R,1-3,4-7,8-14,15-17,18-,19-,-,20-26,-,27+
50,UL,**Shea Hillenbrand,Red Sox,100,'02,8,14,3B+1,R,-,-,1-5,6-,-,7-16,-,17-18,-,19+
51,UL,Rod Beck,Red Sox,50,'02,3,1,Reliever,R,1-3,4-8,9-14,15-18,-,19-,-,-,-,20+
52,UL,Dante Bichette,Red Sox,170,'02,10,12,LF-RF+0,R,-,1-3,4-6,7-,8-,9-15,-,16-18,-,19+
53,UL,David Cone,Red Sox,260,'02,1,5,Starter,R,1-4,5-9,10-15,16-18,19-,20-21,-,-,-,22+
54,UL,Carl Everett,Red Sox,220,'02,9,18,OF+0,S,-,1-4,5-6,-,7-9,10-14,15-,16-17,18-,19+
55,UL,Rich Garces,Red Sox,120,'02,4,1,Reliever,R,1-3,4-7,8-13,14-17,18-,19-,-,20-24,-,25+
56,UL,Derek Lowe,Red Sox,80,'02,1,1,Reliever,R,1-3,4-9,10-18,19-,-,20-26,-,-,-,27+
57,UL,Trot Nixon,Red Sox,340,'02,12,16,LF-RF+0,L,-,1-3,4-,5-7,8-12,13-16,-,17-18,-,19+
58,UL,Hideo Nomo,Red Sox,330,'02,1,6,Starter,R,1-4,5-12,13-16,17-19,20-21,-,-,-,-,22+
59,UL,Jose Offerman,Red Sox,120,'02,10,16,2B-1B+1,S,-,1-2,3-4,5-6,7-11,12-19,-,20-22,-,23+
59,UL,*Rickey Henderson,Red Sox,160,'02,10,18,LF-RF+0,R,-,1-2,3-4,5-6,7-14,15-16,18-,19-,-,20+
60,UL,Troy O'Leary,Red Sox,180,'02,8,17,LF-RF+1,L,-,1-2,3-4,5-,6-8,9-14,-,15-16,17-,18+
61,UL,Manny Ramirez,Red Sox,360,'02,12,11,LF-RF+1,R,-,1-5,6-,7-,8-11,12-15,-,16-17,-,18+
76,UL,**Nomar Garciaparra,Red Sox,400,'02,11,15,SS+1,R,-,1-,2-3,4-5,6-8,9-15,-,16-18,-,19+
79,UL,*Rey Sanchez,Red Sox,200,'02,10,12,2B+0,R,-,1-,2-5,6-7,8-10,11-17,-,18-,19-22,23+
91,SS,*Roger Clemens '86,Red Sox,430,'02,4,07,Starter,R,1-3,4-10,11-14,15-17,18-,19-23,-,-,-,24+
97,UL,**Pedro Martinez,Red Sox,790,'02,5,6,Starter,R,1-2,3-11,12-15,16-18,19-,20-25,-,-,-,26+
99,UL,**Urgueth Urbina,Red Sox,120,'02,5,1,Closer,R,1-3,4-11,12-14,15-16,17-,18-19,-,20-21,-,22+
122,SS,*Mo Vaughn '95,Red Sox,410,'02,12,12,1B+1,L,-,1-5,-,6-7,8-11,12-15,-,16-17,-,18+
8,UL,**Todd Walker,Reds,160,'02,11,12,2B+1,L,-,1-,2-4,5-7,8-11,12-17,-,18-19,-,20+
10,UL,*Jose Rijo,Reds,290,'02,4,6,Starter,R,1-2,3-6,7-14,15-17,18-,19-26,-,-,-,27+
19,UL,*Sean Casey,Reds,210,'02,11,12,1B+0,L,-,-,1-5,6-,7-8,9-16,17-,18-19,-,20+
29,ASG,Adam Dunn,Reds,470,'02,12,15,LF-RF+1,L,-,1-6,-,7-,8-11,12-16,-,14-18,-,19+
33,UL,**Juan Encarnacion,Reds,140,'02,8,19,LF-RF+1,R,-,1-3,4-,5-6,7-8,9-14,15-,16-17,18-,19+
37,UL,*Adam Dunn,Reds,440,'02,11,15,LF-RF+1,L,-,1-6,-,7-,8-11,12-14,-,15-18,-,19+
42,UL,**Barry Larkin,Reds,120,'02,11,14,SS+3,R,-,1-,2-5,6-7,8-13,14-18,-,19-24,-,25+
47,UL,**Jason Larue,Reds,240,'02,8,13,C+10,R,-,1-5,6-,-,7-10,11-15,-,16-18,-,19+
67,UL,*Austin Kearns,Reds,460,'02,12,14,LF-RF+1,R,-,1-3,4-5,6-,7-11,12-16,14-,18-19,-,20+
87,UL,Aaron Boone,Reds,260,'02,11,15,3B+1,R,-,1-3,4-5,6-7,8-10,11-16,-,17-18,-,19+
88,UL,Jim Brower,Reds,20,'02,3,2,Reliever,R,1-3,4-7,8-13,14-16,17-18,19-,-,20-21,-,22+
89,UL,Sean Casey,Reds,220,'02,11,12,1B+0,L,-,-,1-5,6-,7-8,9-16,-,17-19,-,20+
90,UL,Brady Clark,Reds,210,'02,11,13,LF-RF+1,R,-,-,1-3,4-6,7-12,13-17,18-,-,-,19+
91,UL,Adam Dunn,Reds,370,'02,11,15,LF-RF+1,L,-,1-5,-,6-,7-12,13-14,-,15-17,-,18+
92,UL,Danny Graves,Reds,130,'02,5,1,Closer,R,1-3,4-6,7-14,15-16,-,17-19,-,20-25,-,26+
92,SS,*John Franco '88,Reds,280,'02,5,1,Closer,L,1-2,3-6,7-14,15-17,18-,19-26,-,-,-,27+
93,UL,Ken Griffey Jr.,Reds,270,'02,11,14,OF+0,L,-,1-3,4-5,6-7,8-11,12-16,-,17-,-,18+
94,UL,**Elmer Dessens,Reds,180,'02,1,6,Starter,R,1-5,6-8,9-14,15-18,-,19-20,-,-,-,21+
94,UL,Pokey Reese,Reds,120,'02,8,19,"2B+3, SS+1",R,-,1-2,3-,4-7,8-10,11-15,16-17,18-19,-,20+
95,UL,Chris Reitsma,Reds,100,'02,3,6,Starter,R,1-4,5-6,7-12,13-16,-,17-18,-,19-21,-,22+
96,UL,Kelly Stinnett,Reds,160,'02,10,12,C+2,R,-,1-6,-,7-,8-11,12-16,-,17-18,-,19+
97,SS,*Jose Rijo '90,Reds,550,'02,3,6,Starter,R,1-2,3-8,9-13,14-18,19-,20-26,-,-,-,27+
97,UL,Dmitri Young,Reds,240,'02,10,15,"LF-RF+1, 3B+1",S,-,-,1-4,5-6,7-,8-16,-,17-18,-,19+
103,SS,*Barry Larkin '95,Reds,490,'02,13,20,SS+6,R,-,1-2,3-5,6-7,8-11,12-14,15-16,17-18,19-,20+
14,UL,**Todd Zeile,Rockies,120,'02,11,11,1B+1,R,-,1-2,3-4,5-7,8-11,12-18,-,19-20,-,21+
34,ASG,Todd Helton,Rockies,660,'02,13,14,1B+1,R,-,1-3,4-,5-6,7-11,12-14,15-,16-17,18-,19+
49,UL,**Juan Uribe,Rockies,350,'02,9,18,SS+2,R,-,1-3,4-,5-6,-,7-13,-,14-15,16-18,19+
52,UL,**Jose Ortiz,Rockies,180,'02,8,17,2B+1,R,-,1-,2-4,5-6,7-9,10-14,15-,16-,-,17+
91,UL,**Denny Neagle,Rockies,10,'02,2,6,Starter,L,1-5,6-8,10-12,13-17,-,18-,-,19-,-,20+
111,SS,*Larry Walker '97,Rockies,730,'02,14,18,LF-RF+3,L,-,1-3,4-,5-7,8-11,12-14,-,15-17,-,18+
112,UL,Shawn Chacon,Rockies,10,'02,1,6,Starter,R,1-4,5-9,10-14,15-17,18-19,-,-,20-,-,21+
113,UL,Jeff Cirillo,Rockies,320,'02,11,17,3B+3,R,-,-,1-4,5-6,7-8,9-16,17-,18-19,-,20+
114,UL,Mike Hampton,Rockies,30,'02,3,6,Starter,L,1-2,3-5,6-12,13-15,16-,17-19,-,20-,-,21+
115,UL,Todd Helton,Rockies,580,'02,12,14,1B+1,L,-,1-2,3-,4-5,6-10,11-14,-,15-17,-,18+
116,UL,Greg Norton,Rockies,200,'02,9,14,---,S,-,1-5,6-,-,7-9,10-14,-,15-16,17-,18+
117,UL,Ben Petrick,Rockies,220,'02,10,17,C+2,R,-,1-5,6-,7-,8-12,13-15,-,16-17,18-,19+
118,UL,Juan Pierre,Rockies,310,'02,12,22,OF+1,L,-,-,1-6,7-,8-9,10-16,17-18,19-,20-26,27+
119,UL,Terry Shumpert,Rockies,160,'02,10,22,---,R,-,1-3,4-6,7-,8-9,10-15,16-17,18-19,20-22,23+
120,UL,Larry Walker,Rockies,650,'02,13,16,LF-RF+1,L,-,1-2,3-5,-,6-10,11-15,-,16-17,-,18+
124,SS,*Ellis Burks '96,Rockies,500,'02,13,18,CF+3,R,-,1-3,4-6,7-,8-11,12-14,-,15-17,18-,19+
13,UL,*Mike Sweeney,Royals,170,'02,9,14,1B+0,R,-,1-,2-3,4-6,7-9,10-15,-,16-19,-,20+
19,UL,**Michael Tucker,Royals,190,'02,10,20,"CF+2, LF-RF+1",L,-,1-3,4-5,6-7,8-11,12-16,17-,18-,19-,20+
22,UL,**Chuck Knoblauch,Royals,130,'02,10,19,LF-RF+0,R,-,-,1-3,4-6,7-11,12-17,18-19,20-21,-,22+
22,ASG,Mike Sweeney,Royals,470,'02,13,14,1B+0,R,-,-,1-3,4-6,7-9,10-15,-,16-18,-,19+
30,UL,*Carlos Beltran,Royals,300,'02,9,21,CF+3,S,-,1-3,4-,5-6,7-9,10-14,15-16,17-18,19-,20+
40,UL,*Joe Randa,Royals,200,'02,10,13,3B+1,R,-,1-2,3-4,5-6,7-10,11-16,-,17-19,-,20+
44,UL,**Brent Mayne,Royals,120,'02,10,12,C+7,L,-,-,1-6,7-,8-9,10-19,-,20-26,-,27+
45,UL,**Neifi Perez,Royals,140,'02,9,20,SS+3,S,-,-,1-3,4-7,8-,9-18,-,19-,20-24,25+
57,UL,**Carlos Febles,Royals,170,'02,8,19,2B+4,R,-,1-,2-5,6-,7-9,10-16,17-,18-,-,19+
80,UL,*Jason Grimsley,Royals,160,'02,2,1,Reliever,R,1-2,3-7,8-17,18-19,-,20-25,-,-,-,26+
92,UL,**Chad Durbin,Royals,180,'02,3,6,Starter,R,1-3,4-6,7-12,13-16,17-,18-19,-,20-21,-,22+
112,UL,**Jeff Austin,Royals,10,'02,4,1,Reliever,R,1-3,4-6,7-12,13-15,16-17,18-19,-,-,-,20+
156,UL,Carlos Beltran,Royals,470,'02,11,22,"CF+3, LF-RF+2",S,-,1-2,3-4,5-6,7-9,10-15,16-,17-,18-,19+
157,UL,Dee Brown,Royals,50,'02,8,13,LF-RF+1,L,-,1-3,4-7,-,8-,9-16,17-,18-19,-,20+
158,UL,Roberto Hernandez,Royals,80,'02,1,1,Closer,R,1-3,4-8,9-15,16-19,-,20-23,-,-,-,24+
159,UL,Mark Quinn,Royals,180,'02,8,15,LF-RF+1,R,-,-,1-4,5-,-,6-12,13-,14-17,-,18+
160,UL,Joe Randa,Royals,120,'02,9,13,3B+1,R,-,-,1-4,5-6,7-9,10-16,-,17-19,-,20+
161,UL,Dan Reichert,Royals,190,'02,2,6,Starter,R,1-2,3-5,6-14,15-16,17-18,19-22,-,-,-,23+
162,UL,Jeff Suppan,Royals,310,'02,4,6,Starter,R,1-3,4-6,7-12,13-16,17-,18-19,-,20-22,-,23+
163,UL,Mike Sweeney,Royals,310,'02,11,14,1B+0,R,-,-,1-3,4-6,7-9,10-15,-,16-18,-,19+
164,UL,Kris Wilson,Royals,20,'02,2,6,Starter,R,1-3,4-6,7-13,14-17,-,18-,-,19-,-,20+
5,ASG,Robert Fick,Tigers,250,'02,10,12,C+6,L,-,1-2,3-,4-7,8-11,12-16,-,17-18,-,19+
18,UL,**Craig Paquette,Tigers,160,'02,10,12,"LF-RF+1, 3B+1",R,-,1-2,3-5,6-7,8-9,10-16,-,17-18,-,19+
20,UL,*Juan Acevedo,Tigers,100,'02,4,1,Reliever,R,1-2,3-9,10-13,14-16,17-,18-24,-,-,-,25+
38,UL,**Dmitri Young,Tigers,240,'02,10,15,"LF-RF+1, 3B+1",S,-,-,1-5,6-,7-,8-16,-,17-18,-,19+
53,UL,**Robert Fick,Tigers,240,'02,10,12,C+6,L,-,1-,2-3,4-7,8-10,11-16,-,17-18,-,19+
55,UL,*Nate Cornejo,Tigers,10,'02,1,5,Starter,R,1-4,5-6,7-13,14-15,16-17,18-19,-,-,-,20+
68,UL,*Jacob Cruz,Tigers,170,'02,10,16,CF+1,L,-,1-2,3-5,6-7,8-11,12-16,17-,18-19,20-,21+
78,UL,**Mitch Meluskey,Tigers,280,'02,11,10,C+4,S,-,1-2,3-4,5-,6-10,11-17,-,18-19,-,20+
121,UL,**Jeff Farnsworth,Tigers,160,'02,3,1,Reliever,R,1-3,4-11,12-15,16-18,19-,20-24,-,-,-,25+
121,UL,Matt Anderson,Tigers,120,'02,3,1,Closer,R,1-4,5-10,11-14,15-18,-,19-,-,20-26,-,27+
122,UL,Roger Cedeno,Tigers,210,'02,10,23,OF+0,S,-,1-,2-6,-,7-8,9-15,16-18,19-,20-23,24+
123,UL,Tony Clark,Tigers,250,'02,11,12,1B+0,S,-,1-3,4-6,-,7-10,11-16,-,17-18,-,19+
124,UL,Deivi Cruz,Tigers,20,'02,8,13,SS+0,R,-,-,1-4,5-6,7-,8-16,-,17-22,-,23+
125,UL,Damion Easley,Tigers,170,'02,10,18,2B+3,R,-,1-,2-5,6-7,8-11,12-17,-,18-19,20-21,22+
126,UL,Shane Halter,Tigers,250,'02,10,15,"3B+2, SS+1",R,-,1-3,4-,5-6,7-9,10-15,-,16-18,19-,20+
127,UL,Bobby Higginson,Tigers,280,'02,11,18,LF-RF+2,L,-,-,1-2,3-6,7-11,12-16,17-,18-,19-,20+
128,UL,Jose Macias,Tigers,240,'02,9,20,"3B+3, OF+2",S,-,-,1-5,6-,7-8,9-16,17-,18-19,20-22,23+
129,UL,Steve Sparks,Tigers,320,'02,4,07,Starter,R,1-3,4-6,7-13,14-16,17-,18-19,-,20-24,-,25+
130,UL,Jeff Weaver,Tigers,330,'02,1,07,Starter,R,1-5,6-9,10-15,16-19,-,20-25,-,-,-,26+
1,UL,*J.C. Romero,Twins,380,'02,4,6,Starter,L,1-3,4-10,11-15,16-17,18-26,-,-,-,-,27+
11,ASG,Torii Hunter,Twins,400,'02,10,19,"CF+3, LF-RF+2",R,-,1-4,5-,6-7,8-9,10-14,15-,16-17,-,18+
21,UL,*Dustan Mohr,Twins,190,'02,10,11,OF+1,R,-,1-2,-,3-6,7-9,10-16,-,17-18,-,19+
40,UL,**Brian Buchanan,Twins,180,'02,10,11,LF-RF+1,R,-,1-5,6-,-,7-10,11-16,-,17-18,-,19+
49,UL,*Torii Hunter,Twins,310,'02,10,17,"CF+3, LF-RF+2",R,-,1-4,5-,6-7,8-9,10-15,-,16-17,-,18+
58,UL,**Luis Rivas,Twins,140,'02,9,21,2B+0,R,-,1-,2-5,6-,7-9,10-16,17-18,19-,20-24,25+
87,UL,*Doug Mientkiewicz,Twins,160,'02,11,10,1B+0,L,-,1-3,4-5,6-7,8-12,13-17,-,18-19,-,20+
89,UL,**Eddie Guardado,Twins,220,'02,4,1,Reliever,L,1-4,5-10,11-13,14-18,19-,20-25,-,-,-,26+
